x,y
0.324,2083.3332
0.0219,5416.6667
1.0266,1249.9998
1.0266,2916.6666
0.0046,3749.9999
1.0266,3749.9999
0.0289,3749.9999
0.5391,416.66668
1.0266,3749.9999
0.3975,3749.9999
0.0209,3749.9999
0.0052,1249.9998
0.0058,1249.9998
0.0209,6250.0013
0.0041,2916.6666
2.3101,4583.332
0.0209,2083.3332
0.3975,2083.3332
0.0219,6250.0013
0.0058,3749.9999
2.3101,8750.001
0.3975,7916.6663
0.6288,4583.332
0.5391,5416.6667
0.4671,4583.332
2.3014,3749.9999
0.5391,8750.001
0.6288,4583.332
0.0058,3749.9999
0.4671,3749.9999
0.0029,3749.9999
0.324,4583.332
0.6456,4583.332
1.0266,2916.6666
0.6456,4583.332
0.5391,3749.9999
0.3087,7083.3317
0.3975,3749.9999
0.0046,1249.9998
0.0058,8750.001
0.1648,1249.9998
0.6288,2083.3332
0.4216,4583.332
0.4671,3749.9999
2.3014,2916.6666
0.5391,2916.6666
0.4671,5416.6667
0.5391,2916.6666
1.0905,2083.3332
0.6288,7083.3317
0.6456,7083.3317
2.3101,4583.332
0.4216,6250.0013
0.6288,9583.3357
0.5391,5416.6667
2.3014,6250.0013
1.0266,2083.3332
0.2377,2916.6666
0.4216,1249.9998
0.4216,3749.9999
0.5391,4583.332
1.0266,3749.9999
0.0289,2916.6666
0.0052,4583.332
0.324,1249.9998
0.0209,7083.3317
0.0052,2083.3332
2.3014,1249.9998
0.0289,3749.9999
0.0052,8750.001
0.0052,2916.6666
1.0266,3749.9999
0.5391,6250.0013
0.1648,5416.6667
0.3087,5416.6667
0.0029,4583.332
0.0219,416.66668
0.3087,2083.3332
2.3014,1249.9998
0.6456,2083.3332
1.0266,4583.332
0.0029,2083.3332
0.6288,2916.6666
0.6288,5416.6667
0.0029,4583.332
0.0029,12499.998
0.4216,4583.332
0.2377,5416.6667
2.3014,4583.332
0.4216,2916.6666
0.6456,2083.3332
0.3087,4583.332
0.4216,4583.332
2.3014,5416.6667
0.0058,2916.6666
1.0266,4583.332
0.0209,2083.3332
0.0209,5416.6667
0.0046,5416.6667
0.0219,2083.3332
0.6456,416.66668
0.0289,4583.332
0.0052,3749.9999
0.5391,4583.332
2.3014,2916.6666
0.3087,12499.998
2.3014,2083.3332
0.0046,2916.6666
0.4216,4583.332
2.3014,7916.6663
0.5391,4583.332
0.5391,5416.6667
0.0029,2916.6666
0.6288,2916.6666
1.0266,1249.9998
1.0266,2083.3332
0.0052,3749.9999
0.5391,1249.9998
2.3014,4583.332
0.5391,2083.3332
2.3014,2916.6666
0.2377,8750.001
0.2421,1249.9998
0.0209,3749.9999
0.0029,5416.6667
0.4671,3749.9999
0.0029,5416.6667
0.4671,3749.9999
0.0029,4583.332
0.5391,1249.9998
0.0209,5416.6667
1.0266,7083.3317
0.0289,6250.0013
0.0058,3749.9999
0.4216,6250.0013
1.0905,3749.9999
0.5391,2083.3332
1.0266,2083.3332
1.0905,3749.9999
0.2421,2916.6666
1.0266,1249.9998
1.0905,3749.9999
1.0266,2916.6666
0.6456,1249.9998
0.5391,2916.6666
0.6456,3749.9999
2.3014,2916.6666
0.2421,2083.3332
0.3087,5416.6667
0.4671,1249.9998
0.4216,1249.9998
0.0289,5416.6667
0.5391,416.66668
0.6456,6250.0013
0.3087,2916.6666
0.2421,2916.6666
0.4216,6250.0013
0.0029,3749.9999
1.0266,2083.3332
0.0209,6250.0013
0.0058,3749.9999
1.0266,2083.3332
2.3014,2916.6666
0.1726,1249.9998
2.3014,5416.6667
1.0266,3749.9999
0.3975,1249.9998
0.0219,2916.6666
0.5391,5416.6667
0.0029,6250.0013
2.3101,3749.9999
0.1648,3749.9999
0.0058,3749.9999
0.2773,2916.6666
0.0029,3749.9999
0.0209,1249.9998
0.6288,2916.6666
0.6456,7083.3317
2.3014,1249.9998
1.0905,2916.6666
0.0209,1249.9998
0.5391,2083.3332
0.6456,6250.0013
1.0266,6250.0013
0.0046,2916.6666
0.0219,2083.3332
0.0058,3749.9999
1.0266,9583.3357
0.1648,10416.666
0.5391,8750.001
1.0266,9583.3357
0.5391,4583.332
0.6456,8750.001
2.3014,416.66668
2.3101,12499.998
1.0266,416.66668
0.0219,3749.9999
0.0058,3749.9999
1.0266,2916.6666
0.0046,2916.6666
0.0058,2916.6666
0.4671,3749.9999
0.4671,2916.6666
0.0052,2083.3332
0.6456,1249.9998
2.3014,416.66668
1.0266,6250.0013
