x,y
54,30
34,30
43,18
58,3
43,21
30,42
64,8
68,35
37,32
69,26
59,25
49,7
62,20
30,52
56,39
48,7
64,54
59,4
67,33
35,43
42,93
43,13
37,29
62,35
46,15
53,68
46,86
54,80
41,92
61,22
48,91
49,5
65,25
42,94
60,56
48,21
69,29
49,82
40,27
31,50
53,75
43,26
61,27
53,7
55,79
36,28
58,16
52,70
69,39
66,19
52,76
69,45
54,69
53,29
55,29
61,65
64,22
63,51
34,36
64,39
60,57
58,4
37,34
50,19
59,65
46,26
50,8
28,43
63,39
67,39
36,30
43,20
54,77
65,58
67,45
69,46
60,68
44,21
59,66
64,25
55,64
57,36
61,16
53,82
51,13
51,85
55,80
62,1
51,11
71,28
44,92
53,5
70,38
62,23
64,62
39,33
40,22
62,16
46,90
34,41
60,40
68,36
45,16
56,78
61,42
65,50
51,11
42,98
63,4
51,5
61,20
56,72
53,40
64,23
28,54
38,23
64,30
45,98
51,18
63,30
58,19
57,32
63,54
54,3
44,24
41,20
60,59
45,11
49,12
40,27
47,86
45,25
58,59
66,53
57,38
59,18
48,10
68,27
61,56
48,19
47,9
31,42
64,28
61,30
52,11
41,31
40,34
60,25
54,24
56,32
51,7
31,46
63,33
29,40
39,23
47,25
56,29
65,32
62,66
41,29
30,39
47,12
39,32
70,27
70,39
34,42
61,65
66,37
60,17
42,23
70,36
61,3
60,45
62,33
38,36
41,19
61,64
44,28
64,8
55,16
53,14
55,72
41,28
61,17
51,13
42,20
53,19
41,95
60,40
62,29
59,68
58,36
41,19
35,31
46,27
52,26
29,53
43,31
44,13
56,61
50,17
37,31
58,14
31,42
48,18
58,31
33,46
50,15
47,95
58,35
54,70
43,94
57,74
64,40
28,49
59,22
51,17
57,15
47,4
32,45
66,41
67,40
65,37
63,30
66,54
63,23
58,13
29,43
57,66
54,41
51,26
43,20
62,19
60,23
36,31
47,23
38,35
63,31
26,61
52,85
55,27
65,56
47,92
55,68
57,27
50,85
28,58
44,26
53,67
44,24
63,52
63,35
57,29
60,69
40,95
64,25
49,11
55,76
68,27
42,15
42,31
61,46
57,34
61,38
59,4
29,47
64,49
53,25
45,92
61,58
69,41
59,61
35,37
46,27
58,4
63,31
58,8
46,19
51,27
32,48
51,74
50,4
41,36
66,55
32,34
57,15
44,31
42,33
56,17
62,42
67,28
49,76
55,13
46,15
46,6
61,24
57,31
47,18
58,62
26,60
39,20
44,94
51,86
62,59
47,88
55,12
57,65
51,22
64,9
65,5
61,30
56,15
53,11
63,30
53,13
63,45
61,34
50,26
60,64
48,77
59,46
41,95
57,69
55,39
45,27
68,39
68,30
33,35
32,47
50,18
63,47
59,63
48,23
60,52
54,80
32,43
44,10
64,38
56,5
66,50
61,62
49,23
56,7
59,59
56,35
49,76
67,42
52,86
53,72
61,19
54,77
36,41
35,37
62,47
56,35
34,45
47,93
70,45
57,24
68,28
55,32
56,62
55,3
41,25
66,40
55,38
33,33
61,27
40,34
45,24
49,90
46,83
41,28
58,36
61,25
27,54
62,63
72,37
53,15
58,6
49,27
28,46
65,37
34,38
52,12
50,73
69,47
53,70
49,19
48,90
61,61
59,67
65,44
56,77
62,53
51,15
45,22
54,17
57,8
64,47
58,64
26,58
67,40
38,40
45,24
54,13
64,51
47,19
44,20
66,40
36,27
32,41
40,26
43,15
48,93
63,34
64,25
61,25
48,6
62,44
41,92
51,23
41,20
43,29
41,92
46,21
43,21
48,11
45,15
53,67
58,63
42,34
57,7
63,44
28,53
53,70
50,90
52,6
44,89
67,43
39,38
44,13
27,52
44,92
49,4
64,28
50,18
46,81
49,75
36,29
59,72
37,26
58,24
59,38
57,34
66,6
53,26
65,49
55,39
45,11
43,13
65,31
51,8
52,74
59,72
39,20
57,5
72,38
68,51
44,95
60,38
40,24
61,37
68,50
57,76
46,26
53,79
50,5
57,71
62,19
53,8
59,29
72,37
58,16
30,51
28,50
68,27
43,33
62,53
40,94
61,64
43,32
63,29
61,61
67,46
38,36
55,27
58,41
63,45
38,39
55,10
54,22
47,26
46,23
57,63
42,25
54,74
59,15
36,43
56,25
55,11
57,34
34,34
63,43
60,3
49,16
52,6
58,14
57,66
61,25
48,77
61,26
65,38
47,26
48,10
40,18
47,11
65,35
49,20
63,30
60,68
71,38
40,24
45,25
43,17
65,20
61,56
51,7
43,20
69,27
43,97
72,39
63,37
46,17
65,50
34,43
60,58
49,3
47,93
40,27
28,41
42,17
59,14
32,41
65,26
45,15
60,67
53,6
35,29
57,14
55,26
61,32
28,56
32,37
56,65
54,34
55,16
63,8
60,17
49,25
59,36
64,46
51,6
53,14
62,49
28,53
66,41
47,23
64,43
44,25
41,33
55,25
52,71
68,46
54,37
68,46
41,28
53,13
34,45
47,16
42,22
49,83
62,66
38,41
50,85
36,38
45,18
62,59
40,38
63,33
56,40
57,9
56,11
54,68
68,39
32,47
52,9
50,83
27,54
46,89
57,76
62,52
30,48
55,36
49,87
66,42
42,28
59,57
51,24
64,50
43,21
57,39
41,17
45,92
28,52
44,11
53,2
30,37
46,11
48,87
51,5
43,27
52,22
39,33
36,40
45,87
45,12
57,21
61,62
42,30
59,37
49,3
64,51
34,32
63,27
63,31
63,53
67,40
57,9
68,29
65,42
55,22
64,6
36,30
63,54
35,44
41,20
55,11
62,57
55,30
56,74
64,39
62,20
63,45
46,85
40,21
59,71
29,47
50,5
50,5
58,65
54,26
53,22
50,9
57,23
35,30
48,5
65,9
65,23
37,24
46,17
58,29
62,18
51,82
35,42
51,79
47,26
55,70
69,36
50,83
45,26
37,31
36,27
51,18
64,41
54,24
29,39
55,71
48,7
62,66
57,29
69,29
31,36
71,39
58,41
42,16
50,84
47,4
48,93
45,92
63,43
57,5
31,44
33,37
55,27
59,24
63,33
51,28
53,12
53,28
54,68
55,25
28,56
59,27
31,43
36,37
42,28
62,48
56,29
59,65
61,56
47,83
59,26
55,6
40,18
61,67
41,33
55,6
69,46
47,8
62,53
48,91
64,32
37,29
44,87
55,44
46,13
66,35
54,70
35,31
55,20
68,44
59,43
31,41
37,40
62,63
44,12
61,27
56,67
63,56
57,29
28,50
59,37
73,35
46,87
59,70
73,36
44,20
39,28
63,5
28,53
61,21
46,91
54,6
45,22
59,6
63,41
43,96
27,54
62,44
62,28
59,41
45,91
51,83
57,5
39,30
64,42
55,34
55,31
64,55
42,95
71,35
33,31
42,93
54,35
65,46
42,23
66,42
57,31
66,40
49,11
60,34
50,78
54,8
64,45
59,57
58,16
52,71
42,93
65,57
64,37
61,66
46,81
48,92
34,41
32,49
61,65
49,20
70,44
56,21
35,30
50,14
63,26
60,23
62,20
53,71
57,39
28,57
63,51
42,34
69,45
66,19
62,35
61,26
59,46
55,38
46,20
51,16
66,46
69,48
56,10
60,52
68,49
34,29
43,94
36,44
60,31
56,69
65,38
51,82
35,35
34,35
62,34
33,43
53,27
56,31
36,40
39,33
37,33
62,21
44,24
56,6
57,30
63,19
63,60
55,30
63,52
45,9
62,57
47,93
38,40
55,2
41,17
61,48
68,45
71,39
54,66
51,16
36,40
43,17
58,27
48,84
32,36
29,46
58,18
56,75
37,31
50,11
57,59
59,66
65,59
35,39
50,24
60,17
59,30
65,42
38,36
51,75
63,8
63,41
51,78
61,48
28,45
49,5
52,11
67,42
62,64
50,75
56,25
65,21
55,37
73,34
48,77
67,44
52,12
55,67
55,7
27,52
56,16
67,28
72,35
61,44
52,26
61,43
41,18
56,41
45,14
40,24
41,28
61,48
47,20
57,59
57,18
50,27
58,18
69,28
58,14
55,65
66,57
40,24
68,47
49,77
49,26
40,38
60,18
56,22
52,80
64,25
56,8
58,39
61,53
45,20
55,2
32,48
58,8
58,35
41,20
42,21
47,23
47,23
57,44
60,67
49,80
60,34
47,10
42,96
44,18
44,29
63,24
46,89
40,27
55,8
37,39
70,41
57,15
54,43
51,8
39,20
40,25
35,37
31,38
62,38
53,21
62,54
30,47
47,26
33,33
61,20
33,48
56,5
36,43
39,39
57,58
46,26
63,50
59,54
68,28
51,24
62,25
47,86
58,14
57,8
46,93
56,2
59,55
42,32
29,55
53,12
55,72
54,37
60,62
58,32
65,59
60,46
27,57
70,39
54,36
47,88
37,26
29,53
61,55
54,39
57,9
55,30
39,35
59,3
34,34
55,73
35,37
66,38
65,53
64,36
70,40
67,33
45,13
45,88
29,43
62,60
29,55
65,25
61,65
68,42
63,43
32,42
32,34
52,14
59,56
53,80
46,22
65,39
64,43
45,26
63,42
63,34
49,3
39,25
69,27
51,78
56,25
71,37
44,91
56,72
60,53
49,21
66,19
38,33
55,65
27,51
54,12
35,34
26,61
57,4
54,72
51,76
59,54
54,2
37,29
47,24
62,19
60,16
