x,y
18.0,1.40854
18.0,1.40854
18.0,1.40854
18.0,1.40854
18.0,1.40854
18.0,1.40854
18.0,1.40854
18.0,1.40854
18.0,1.40854
0.0,0.15149968155768007
0.0,1.1948174344121003
0.0,0.8654704971391086
0.0,0.5020961439613334
0.0,0.7284873149146452
0.0,1.558039812945131
0.0,0.3414606834758456
0.0,1.393955301009876
0.0,1.4104675437451875
0.0,0.909927392927025
0.0,1.4464323912221588
0.0,1.9884581358937006
0.0,1.4154285788634258
0.0,1.4034857371644351
0.0,1.0077047015735148
0.0,0.8726681981752048
0.0,0.15898116574094287
0.0,1.041021571210705
0.0,0.4118135561213315
0.0,1.6233377473090358
0.0,0.4625946659310826
0.0,1.3594036192562104
0.0,1.4724354341399508
0.0,0.6401785532163019
0.0,0.8852909271321951
0.0,1.4189946406943954
0.0,0.9182117986610843
0.0,0.24800061934897058
0.0,0.5887671513442517
0.0,0.41318985133552877
0.0,0.7114449992210877
0.0,0.9150006128628603
0.0,1.0073051523075864
0.0,1.598500735511738
0.0,1.502460550925504
0.0,1.0190928685200908
0.0,1.3069548872019916
0.0,0.46639075973323924
0.0,0.9633881346882537
0.0,1.3833938105122867
0.0,1.0714207004681142
0.0,1.4377285828659054
0.0,1.8405008823324644
0.0,0.8933305157354581
0.0,1.0466850776714984
0.0,1.147555384286634
0.0,0.7051982766544116
0.0,1.245598177601935
0.0,1.3650499662643905
0.0,0.9238563273212349
0.0,1.5735506171931009
0.0,1.4049161583998557
0.0,0.4269872855548495
0.0,1.7241998623336832
0.0,0.47029146875885364
0.0,0.18479185115427124
0.0,1.766787950232748
0.0,0.7506253270635497
0.0,1.0283792104736713
0.0,0.5220849786529734
0.0,0.2087685167505603
0.0,0.9391928385784747
0.0,1.409664872715779
0.0,1.3945560136001456
0.0,0.56831642863155
0.0,0.25512926862855084
0.0,1.7355641555496673
0.0,0.40718307920401153
0.0,0.720048360792902
0.0,0.6217258623744335
0.0,1.031527353864744
0.0,0.3808549427083291
0.0,1.4556580969953763
0.0,1.48265572260936
0.0,1.413321738421912
0.0,0.8378224694780528
0.0,0.5055550213841551
0.0,0.43130018152378974
0.0,1.6690561462898437
0.0,1.2898961223037344
0.0,0.2197236430196657
0.0,1.7842789726517154
0.0,0.6855528268539908
0.0,1.6326812680266798
0.0,1.2113953510734043
0.0,0.7491730408461149
0.0,0.8552534992413955
0.0,0.47670092014103627
0.0,0.8486293967851585
0.0,1.193737654307592
0.0,0.8218429093283774
0.0,0.8002241619920063
0.0,0.7439997237372198
0.0,0.8233925749077633
0.0,1.1822798383897426
0.0,0.6804949289271581
0.0,0.19537141624375692
0.0,1.4705943748459314
0.0,1.2038313820859987
0.0,0.6476256099060722
0.0,1.6091666728044292
0.0,0.39410863321989803
0.0,0.6678306567250163
0.0,1.3934677750975217
0.0,2.0234355301654725
0.0,1.5174816856486015
0.0,1.5917394350609315
0.0,0.7125714386410299
0.0,0.7151828055338876
0.0,0.8907075419164849
0.0,0.3898740187450562
0.0,1.3141326699637832
0.0,1.2177395247554887
0.0,0.8645939903128121
0.0,0.9477814305578329
0.0,1.862745690574777
0.0,1.583469172971652
0.0,0.6539541418036359
0.0,0.14833359001063812
0.0,0.7977789787973038
0.0,1.4654067430258158
0.0,0.565572985444317
0.0,0.7615513974989707
0.0,1.2203122714902455
0.0,1.5921820708604602
0.0,0.3851070732221573
0.0,0.87963742158107
0.0,0.7294341563481118
0.0,0.7414915397299173
0.0,0.9265564605487792
0.0,1.3293918385087198
0.0,1.2199016959930538
0.0,0.47359712753983974
0.0,0.9350150555640505
0.0,1.590422850679923
0.0,0.8604454585411212
0.0,0.5994614745086086
0.0,1.1354018529887862
0.0,1.0021278452790938
0.0,0.9701677202223503
0.0,1.638950875487589
0.0,0.7402648935182072
0.0,1.452833357928556
0.0,0.6228078349313536
0.0,0.43948487679800746
0.0,1.5660965581863344
0.0,1.5378521883689342
0.0,1.563994428822319
0.0,0.8003536348729858
0.0,1.2244793205951354
0.0,1.5111343551484862
0.0,0.9740345939598569
0.0,0.8792865385181928
0.0,0.7399257348690621
0.0,0.8880425469605359
0.0,1.5969950374753175
0.0,1.6639908789920568
0.0,0.8627797700196198
0.0,0.4911351218768849
0.0,0.9533879778976139
0.0,0.2199738121048717
0.0,0.19370114375684186
0.0,0.2826085006393997
0.0,1.6966941663054795
0.0,1.6916484628949042
0.0,0.23274468047684405
0.0,1.8126395692454538
0.0,1.592993202783058
0.0,1.2674447715912023
0.0,1.5392613594555127
0.0,0.883631768379168
0.0,0.3091483832951731
0.0,1.3911591949363755
0.0,1.4600009123802626
0.0,0.303275087481914
0.0,1.3941171892960982
0.0,0.44175927226395034
0.0,0.4479961215869659
0.0,1.5045273465755868
0.0,0.9351080583416601
0.0,1.796847090132905
0.0,0.8105679502964753
0.0,0.6688526662148958
0.0,0.79022807622809
0.0,0.9339494901793315
0.0,0.31344671395280144
0.0,1.0091094250605777
0.0,0.929356136398306
0.0,0.40417279499528547
0.0,1.4109638660881374
0.0,1.4919928186794615
0.0,0.7610240823311326
0.0,1.0526537169051506
0.0,1.2531790597274814
0.0,1.4849873094463655
0.0,1.1563119091789231
0.0,0.8494612076833884
0.0,1.5753025631653246
0.0,1.1758924380533147
0.0,1.443228051942343
0.0,0.5652262733444184
0.0,0.9700983614357452
0.0,0.8235621293072783
0.0,1.296934069038229
0.0,0.9012558181275274
0.0,1.0535778933345241
0.0,1.001526878195277
0.0,0.5733581949989704
0.0,1.9347059769122206
0.0,1.3816805674783226
0.0,1.351107621854368
0.0,0.7371165474889951
0.0,0.7870519061534187
0.0,1.5123719067220984
0.0,1.6415589584002357
0.0,0.5592278043749801
0.0,1.0145059889353374
0.0,1.1286489706662934
0.0,1.290167591196875
0.0,0.9224195438421188
0.0,1.495548359674935
0.0,0.903567863775801
0.0,1.766003180414338
0.0,1.3924114612743559
0.0,0.9758865975548674
0.0,0.8215476380195529
0.0,1.3131449633453203
0.0,1.3535581915261048
0.0,0.7439819717253213
0.0,0.5613835774341814
0.0,1.4050500917304922
0.0,0.7283637534028922
0.0,0.9161902860795642
0.0,1.549474210892271
0.0,1.3482840712702815
0.0,1.0859862166627414
0.0,1.7860843389191148
0.0,1.2728841467944179
0.0,0.9360248755787919
0.0,0.9061828212835947
0.0,1.3860325356739336
0.0,1.6354169693180796
0.0,0.6425117123935571
0.0,0.2446922496616174
0.0,0.3257959788896429
0.0,0.7175815201907855
0.0,0.37722349455474824
0.0,0.4512354387558182
0.0,0.49822333388834106
0.0,0.40226154632097305
0.0,0.4825363055531877
0.0,0.6416210491235415
0.0,1.7852353961786125
0.0,0.9952844706547836
0.0,1.818391986226323
0.0,1.6155185157300067
0.0,1.1327524566700375
0.0,0.6126438523190247
0.0,0.7748738223067644
0.0,0.9709095705256032
0.0,1.1408088278737933
0.0,0.7129513955689484
0.0,1.8382446880405274
0.0,1.0111533712305005
0.0,1.1466781447174161
0.0,0.8290282076634445
0.0,0.7168753860322066
0.0,0.6890737896578535
0.0,0.7904141094617749
0.0,1.2376183370718397
0.0,0.29503396740030946
0.0,1.2063709981399162
0.0,1.6591563962236349
0.0,0.3759205333611301
0.0,0.8359570229394205
0.0,1.0967029895121778
0.0,1.0687674067930448
0.0,1.6602322032285177
0.0,0.8003293044367299
0.0,0.6597781941825179
0.0,0.33416763601635285
0.0,1.111178824430978
0.0,0.993210182435864
0.0,0.35299961215394143
0.0,0.6484507486808215
0.0,1.440584305782196
0.0,1.9837013992600439
0.0,0.9877079294850057
0.0,1.1074838412761974
0.0,0.5879090205379799
0.0,0.5230043667370801
0.0,0.21906631225886405
0.0,0.8709780912838505
0.0,2.0728948579585413
0.0,0.6451808368429677
0.0,0.8877455465966086
0.0,1.5815445762758569
0.0,1.0565982456690262
0.0,0.24549625741349565
0.0,0.8570915895312099
0.0,0.6996171609874379
0.0,0.13913394671729692
0.0,1.6815482278329352
0.0,0.8839138848696669
0.0,0.6079015450432542
0.0,0.5413425562378887
0.0,1.7404135266889187
0.0,0.8392494687185107
0.0,1.3729873881851475
0.0,0.8149282041459677
0.0,0.8910532272406809
0.0,1.08938219448018
0.0,0.9465969526333504
0.0,1.0738966839265944
0.0,0.4794111905622727
0.0,1.0069046068194432
0.0,0.754969020587889
0.0,1.8489079019453873
0.0,1.2529440923525914
0.0,0.2810394955871622
0.0,1.2138625043724627
0.0,0.45102289540581936
0.0,0.3262693818008733
0.0,0.6353782447034335
0.0,0.5168719845633173
0.0,1.7047245574288066
0.0,0.9663573883567103
0.0,1.1731628743315077
0.0,0.5790436378128753
0.0,1.3005855053712811
0.0,1.5410230670694642
0.0,1.561940368114013
0.0,1.5441005530136744
0.0,1.4093683124838041
0.0,1.3033328035963303
0.0,0.3424001622900777
0.0,1.1314027439555383
0.0,0.8532514359862069
0.0,0.4613458264833744
0.0,1.0736144471524423
0.0,0.883955044505747
0.0,0.6827641823438143
0.0,0.9356224132266524
0.0,0.6152937163410699
0.0,1.000090416980748
0.0,1.7313042164262755
0.0,1.3372196543781167
0.0,1.2750191008513496
0.0,0.7643418391944309
0.0,1.577838569552917
0.0,1.5714205352946191
0.0,1.0825708499017463
0.0,1.643573651774686
0.0,0.5206573899227789
0.0,1.2368304060563393
0.0,0.8705419609108549
0.0,0.6204083584449509
0.0,0.13425722439759608
0.0,1.1881356947874337
0.0,0.8469216287212045
0.0,1.1019162467626786
0.0,0.22269410574774506
0.0,0.5734720185025105
0.0,0.7923371776065404
0.0,1.0196421027913973
0.0,0.6660732216745031
0.0,1.294819078367903
0.0,0.6770707253472021
0.0,0.40983088834747733
0.0,0.5913946177486087
0.0,1.1681003709626891
0.0,0.47214018305919625
0.0,0.6172561040730886
0.0,0.5523030781859458
0.0,0.6677626238710324
0.0,1.241146382623933
0.0,0.7530833531198198
0.0,0.3533698477898712
0.0,1.732762914124837
0.0,0.9103150586641379
0.0,0.3769969231777748
0.0,1.2254544790002162
0.0,0.6434095457319596
0.0,0.9139336630639981
0.0,1.3246463407453677
0.0,1.9887520061861843
0.0,1.6160664168460541
0.0,0.4397249948456413
0.0,1.5033820495682335
0.0,1.523131427879964
0.0,1.2233455851866148
0.0,0.41437062511952694
0.0,0.9304210230121196
0.0,0.5235000110830448
0.0,1.4314089164938582
0.0,0.1444440712348268
0.0,1.1005544136652725
0.0,1.1766034840937454
0.0,0.790968988273054
0.0,1.4871805270602199
0.0,1.1696400752800675
0.0,1.7324909176353127
0.0,1.309486804235735
0.0,1.4656451917327342
0.0,1.5222288827737138
0.0,0.683768369855466
0.0,0.249273579029708
0.0,0.8318512287221504
0.0,0.600438483987403
0.0,0.8039869697152959
0.0,0.46876125617687564
0.0,0.29300750479435156
0.0,0.9299034547902659
0.0,1.4618998536390364
0.0,0.693885072837944
0.0,0.6943654945102218
0.0,1.3765417697133993
0.0,1.6731015482676064
0.0,0.2910103840085989
0.0,0.6551370602772332
0.0,1.8715083229328884
0.0,0.5803743136994137
0.0,0.9673203675531955
0.0,0.4515741956096827
0.0,1.6589846995385267
0.0,1.0665537726010244
0.0,0.567425786953746
0.0,1.4908789116373085
0.0,1.3702204348710427
0.0,0.5378200180319803
0.0,0.8004474331929682
0.0,0.3862335475701154
0.0,1.8491510969323017
0.0,1.3312961602968336
0.0,1.1116481987729145
0.0,0.5707895681255637
0.0,0.7847682284200032
0.0,1.1492784764249668
0.0,1.2579384767960504
0.0,0.6504677694989107
0.0,0.3864777704838993
0.0,0.45375547219265355
0.0,1.075156534356302
0.0,0.5738685507089026
0.0,0.9903382510898169
0.0,1.4382309917144704
0.0,1.4730983016850165
0.0,1.5424762455337364
0.0,0.653739092484547
0.0,1.4581407584946933
0.0,0.28090513137570905
0.0,0.2915920990733057
0.0,0.5539150462092399
0.0,0.6432976298300763
0.0,1.0805193199111984
0.0,1.1210708353382783
0.0,0.35305411094478273
0.0,0.2532567969035724
0.0,1.1885684403157297
0.0,0.7025601138084625
0.0,0.7194401780895933
0.0,1.533759902421568
0.0,0.673350745624794
0.0,1.4768164800602126
0.0,1.2586022328677662
0.0,1.187897935136704
0.0,0.6729967282273752
0.0,1.5901391448481412
0.0,0.6505044305306492
0.0,1.3435355829843205
0.0,1.554496887362485
0.0,0.8920316796265308
0.0,1.7474022358419945
0.0,1.5929481166312758
0.0,0.4602976473070972
0.0,0.9480466966950352
0.0,0.7294062658666087
0.0,1.478886653098278
0.0,0.8356421757032362
0.0,0.6423532780395962
0.0,1.2566816309915367
0.0,1.5649114587438164
0.0,1.8772647646476937
0.0,0.628104904919419
0.0,1.069483161028107
0.0,0.4717971184171865
0.0,0.24461270447440703
0.0,0.6266490073907907
0.0,0.9675611081011477
0.0,0.6705050314597701
0.0,1.0430480935648054
0.0,1.0683381521735125
0.0,0.9427574486843292
0.0,1.314956404558455
0.0,1.1762829683873388
0.0,1.2722592092247857
0.0,0.6219979818764345
0.0,0.23411036151978662
0.0,0.7865733100462753
0.0,1.5530364463292874
